prey,predator,prey_payoff,predator_payoff
D,D,0.8728424090,1.0436954543
D,P2,0.8529844235,1.0601165741
D,P1,0.8544462917,1.0559233710
D,N,0.6849536434,1.1513049183
D,M1,0.8645517937,1.0504797738
D,M2,0.8378557726,1.0682683538
N,N,0.8368295784,1.0543004689
N,D,0.6975564017,1.1257026524
N,P1,0.7460896946,1.0993634113
N,P2,0.8242619801,1.0594029231
N,M1,0.8084326736,1.0677989762
N,M2,0.7604791284,1.0917849778
P1,D,0.8710563350,1.0405557858
P1,P1,0.8339438024,1.0637293627
P1,N,0.8282928141,1.0706789769
P1,P2,0.8184083307,1.0744503761
P1,M1,0.8672528597,1.0465338214
P1,M2,0.7905451604,1.0879978533
P2,D,0.8509454746,1.0467198252
P2,N,0.7974909624,1.0796240911
P2,P2,0.8512921377,1.0489049951
P2,M1,0.8157281138,1.0667481017
P2,P1,0.7827078719,1.0839292153
P2,M2,0.8228140424,1.0631548815
M1,D,0.8654171741,1.0408204713
M1,N,0.8025259825,1.0796045953
M1,P1,0.8164868742,1.0692218789
M1,P2,0.7977634228,1.0817096007
M1,M1,0.8433444940,1.0559057831
M2,D,0.8566831222,1.0463664791
M1,M2,0.6246677006,1.1752025625
M2,N,0.8231723805,1.0706942736
M2,P1,0.8115386856,1.0715924948
M2,P2,0.8776823804,1.0380483328
M2,M2,0.8418855835,1.0567268369
M2,M1,0.6944031664,1.1367124419
