Prey / Predator,D,N,P1,P2,M1,M2
D,0.9556030567,0.5741362955,0.8607228452,0.9406238952,0.8390793265,0.9468004454
N,0.8069499781,0.9956665747,0.9624205198,0.9646295501,0.9630599039,0.9641261724
P1,0.9430065095,0.9696178325,0.9610934855,0.9722614747,0.9553534938,0.9797382118
P2,0.9350614593,0.9766838436,0.9378014498,0.9616098312,0.9278280598,0.9673060206
M1,0.9452779325,0.9724700563,0.9591604997,0.9774164409,0.9538661552,0.9786841208
M2,0.9351147377,0.9744181028,0.9498991762,0.9624367004,0.9411027026,0.9685409231
