prey,predator,prey_payoff,predator_payoff
D,D,0.8699125548,1.0458450662
D,P1,0.8538787365,1.0569598902
D,P2,0.8831937737,1.0437633788
D,N,0.6648317655,1.1623363433
D,M1,0.8679844934,1.0493004158
D,M2,0.8687941448,1.0515702545
N,N,0.8375022384,1.0530423384
N,D,0.6981669237,1.1239104603
N,P1,0.7281671130,1.1085644814
N,P2,0.8268581625,1.0578808293
N,M1,0.8067592813,1.0688750697
N,M2,0.7428500705,1.1007955233
P1,P1,0.8465692089,1.0564598850
P1,D,0.8698166561,1.0415246820
P1,N,0.8271034188,1.0706356505
P1,P2,0.8303058508,1.0695400903
P1,M1,0.8621964488,1.0493656339
P1,M2,0.8482151486,1.0572203189
P2,D,0.7911502024,1.0788681167
P2,N,0.8103906845,1.0722345763
P2,P2,0.8592983441,1.0442183655
P2,M1,0.8125429306,1.0685391653
P2,P1,0.7275160040,1.1141233614
P2,M2,0.8400638055,1.0535428130
M1,D,0.8641920814,1.0417860656
M1,N,0.8155745976,1.0721820761
M1,P1,0.8349815560,1.0590651344
M1,P2,0.8540147566,1.0515542630
M1,M1,0.8529976451,1.0503628352
M2,D,0.7955597404,1.0790045700
M1,M2,0.6596126939,1.1574111403
M2,N,0.8219742743,1.0706604422
M2,P1,0.8089593043,1.0729925518
M2,P2,0.8682535051,1.0433772335
M2,M2,0.8526404415,1.0504369565
M2,M1,0.6447593588,1.1630852392
