prey,predator,prey_payoff,predator_payoff
D,D,1.1134284228,0.8477560097
N,N,1.1081037021,0.8289119885
P1,P1,1.1160323827,0.8417442600
D,M2,1.1250020360,0.8474367884
N,M2,1.0792258757,0.8365832852
D,P1,1.1254359931,0.8443485725
P1,D,1.0830077020,0.8517838818
N,P2,1.0895425174,0.8345552745
P1,N,1.1437031208,0.8343952977
D,M1,1.1358442560,0.8401719419
N,M1,1.0779426557,0.8389931373
N,P1,1.0693416752,0.8405054488
D,P2,1.1383038916,0.8422309348
N,D,1.0561985806,0.8430085397
D,N,1.1550475634,0.8366831767
P1,P2,1.1237265044,0.8407720142
P1,M2,1.1070633195,0.8461581037
P1,M1,1.1244203844,0.8392323146
P2,P2,1.1099049644,0.8335589420
P2,D,1.0815876143,0.8406170002
M1,M1,1.1134603131,0.8374379296
M1,D,1.0700405497,0.8517747623
P2,N,1.1176584446,0.8318724470
P2,M2,1.0942997904,0.8383608612
M1,N,1.1318189323,0.8316295419
P2,M1,1.0919874202,0.8388054059
M1,P2,1.1058933148,0.8414743630
M1,P1,1.0987615887,0.8418933101
M2,D,1.0949570537,0.8405885265
P2,P1,1.0889308964,0.8394106983
M2,N,1.1297143634,0.8345734755
M1,M2,1.0873128814,0.8469879268
M2,M2,1.1124321255,0.8378980023
M2,P1,1.0959917767,0.8426238896
M2,P2,1.1215217776,0.8351769155
M2,M1,1.0858491351,0.8462422103
