prey,predator,prey_payoff,predator_payoff
D,D,0.8799628242,1.0403452133
D,P2,0.9033340832,1.0325882851
D,P1,0.8602749485,1.0527365448
D,N,0.7973253312,1.0926728115
D,M1,0.8715859437,1.0467626895
D,M2,0.8911372233,1.0390714662
N,N,0.9035322518,1.0177602554
N,D,0.6666152345,1.1428660388
N,P1,0.8390356320,1.0508351126
N,P2,0.8908194486,1.0240359941
N,M1,0.8768635675,1.0316847276
N,M2,0.8514985907,1.0440274772
P1,D,0.8797250233,1.0364772937
P1,P1,0.8912784394,1.0325242887
P1,N,0.9260632051,1.0176650110
P1,P2,0.9121379616,1.0240805322
P1,M1,0.8972396596,1.0304354762
P1,M2,0.8881901595,1.0362966372
P2,D,0.8415585489,1.0527330245
P2,N,0.9031165698,1.0221843111
P2,P2,0.9006733320,1.0217482578
P2,M1,0.8800718531,1.0329810701
P2,P1,0.8366396842,1.0558447029
P2,M2,0.8770736382,1.0330524026
M1,D,0.8742777526,1.0366083531
M1,N,0.9095556945,1.0217247427
M1,P1,0.8753847506,1.0367783591
M1,P2,0.8950454760,1.0297439620
M1,M1,0.8966612906,1.0267732829
M2,D,0.8461909288,1.0529485852
M1,M2,0.8631773790,1.0454738564
M2,N,0.9199271659,1.0179344133
M2,P1,0.8779357174,1.0367955149
M2,P2,0.9033576900,1.0242150794
M2,M2,0.8951138619,1.0275888673
M2,M1,0.7093317972,1.1304277607
