prey,predator,prey_payoff,predator_payoff
D,D,1.1133552219,0.8477933819
N,N,1.1030029002,0.8302758231
P1,P1,1.1117222982,0.8429855175
N,M2,1.0868356072,0.8333361131
D,P2,1.1368930425,0.8421136978
P1,D,1.0904654388,0.8493645534
D,M2,1.1229230570,0.8475261090
D,P1,1.1118865944,0.8490595119
D,M1,1.1227556304,0.8448094030
P1,N,1.1358193269,0.8365431230
N,M1,1.0725770090,0.8407285606
N,P1,1.0781148785,0.8367831979
N,P2,1.0841786319,0.8363438251
N,D,1.0556998594,0.8434308098
D,N,1.1416190564,0.8410567691
P1,P2,1.1244279661,0.8400077870
P1,M2,1.1180219474,0.8414852602
P1,M1,1.1080476624,0.8449091129
P2,P2,1.1058311174,0.8348182681
M1,M1,1.1093081334,0.8386814718
P2,D,1.0825154923,0.8403896249
P2,N,1.1175618810,0.8310635202
M1,D,1.0772739775,0.8493986193
P2,M2,1.0920350588,0.8387806694
M1,N,1.1315165687,0.8309059024
P2,M1,1.0866390119,0.8406362411
M1,P1,1.0967467471,0.8422015244
M1,P2,1.1172322756,0.8365625579
M2,D,1.0959077538,0.8403607685
M2,N,1.1220560960,0.8366600301
P2,P1,1.0879883559,0.8394100229
M1,M2,1.0901002855,0.8456074956
M2,M2,1.1082050984,0.8391555497
M2,P2,1.1057324686,0.8407836344
M2,P1,1.0905364436,0.8443933842
M2,M1,1.0682642264,0.8524811354
