prey,predator,prey_payoff,predator_payoff
D,D,0.8789096132,1.0389597221
D,P1,0.8447233373,1.0603764373
D,P2,0.8405805373,1.0660151484
D,N,0.7337637442,1.1258381297
D,M1,0.8547690036,1.0549748626
D,M2,0.8250918239,1.0744168348
N,N,0.8836886555,1.0301499182
N,D,0.8878563634,1.0188052481
N,P1,0.8336811073,1.0539584792
N,P2,0.8737049507,1.0343064320
N,M1,0.8596250732,1.0419159160
N,M2,0.8466971307,1.0469125737
P1,D,0.8483370219,1.0529897480
P1,P1,0.8503059931,1.0555510219
P1,N,0.8871078210,1.0401834549
P1,P2,0.7453868546,1.1112722436
P1,M1,0.8741889343,1.0437655641
P1,M2,0.6909713581,1.1394559734
P2,D,0.8569347761,1.0440469306
P2,N,0.8262924917,1.0650382203
P2,P2,0.8679756876,1.0403534460
P2,M1,0.8761338460,1.0362824502
P2,P1,0.8526957250,1.0472148424
P2,M2,0.8393624254,1.0541812816
M1,D,0.8433395732,1.0530401633
M1,N,0.8313733920,1.0650726355
M1,P1,0.8315576155,1.0612237180
M1,M1,0.8595974312,1.0477122284
M1,P2,0.6997634985,1.1326171222
M2,D,0.8619439843,1.0440970858
M1,M2,0.5973995901,1.1868112253
M2,N,0.8814858477,1.0402852653
M2,P1,0.8709670847,1.0418899951
M2,P2,0.8828399454,1.0362404320
M2,M2,0.8586636614,1.0481992101
M2,M1,0.8599597765,1.0489610854
