prey,predator,prey_payoff,predator_payoff
D,D,1.1061737008,0.8504361235
N,N,1.1496712277,0.8136215039
P1,P1,1.1292917149,0.8377511393
N,P2,1.1172581653,0.8254148989
D,M2,1.1148939322,0.8527883093
N,M1,1.1078546812,0.8292986202
D,P1,1.1417406273,0.8391178631
P1,N,1.1727648302,0.8261323354
D,P2,1.1264068906,0.8482068233
P1,D,1.0644033252,0.8578864670
N,M2,1.0986475176,0.8308681549
D,M1,1.1519735439,0.8347379297
N,P1,1.0895228442,0.8346713161
D,N,1.1135671471,0.8610852878
N,D,1.0863555876,0.8304190825
P1,P2,0.9900476826,0.8940355343
P1,M2,0.9527790529,0.9074557311
P1,M1,1.1443182666,0.8329072923
P2,P2,1.1223077168,0.8295790195
M1,M1,1.1263004210,0.8334291980
P2,D,1.0900668293,0.8386167862
P2,N,1.1386344373,0.8269633434
P2,M2,1.1073363582,0.8343224290
M1,P1,1.1115808754,0.8380638612
M1,N,1.1530026350,0.8267116613
M1,D,1.0514462250,0.8579941459
M1,P2,0.9524964463,0.9033075878
P2,M1,1.1414240101,0.8212995629
P2,P1,1.1373138620,0.8222130493
M2,D,1.1033946832,0.8386239800
M2,N,1.1585733616,0.8262653249
M1,M2,0.9075685535,0.9195510082
M2,M2,1.1252659575,0.8339205584
M2,P1,1.1465299368,0.8250675507
M2,P2,1.1405156397,0.8289771798
M2,M1,1.1493658142,0.8246247111
