Prey / Predator,D,N,P1,P2,M1,M2
D,0.7796088208,0.4027376551,0.7127071992,0.7933924506,0.7290940449,0.7768561642
N,0.6808622582,0.7841362561,0.7280835053,0.7647378983,0.7487356178,0.7419434228
P1,0.7207491671,0.7375587475,0.7706623367,0.6660435140,0.7809200789,0.5531238522
P2,0.7428394589,0.5901515544,0.5162266095,0.7896637083,0.7090903767,0.7427846140
M1,0.7164921184,0.5941630344,0.7351079703,0.5673785435,0.7805585136,0.3622085345
M2,0.7471935814,0.7333660924,0.6964772110,0.7901204196,0.7185429574,0.7797283697
