prey,predator,prey_payoff,predator_payoff
D,D,1.0956937158,0.8535277349
N,N,1.1185345718,0.8255661301
P1,P1,1.1213989140,0.8394723509
D,M2,1.0725873795,0.8692953901
N,M2,1.0841803411,0.8346399567
D,P2,1.0902667287,0.8619580216
D,P1,1.1224706838,0.8445544284
D,M1,1.1297724191,0.8417820028
P1,D,1.0244614099,0.8691794233
N,P2,1.1020325358,0.8300999143
N,M1,1.0924344912,0.8338393611
N,P1,1.0751856024,0.8381662047
P1,N,1.1398419453,0.8367390856
D,N,1.0445898082,0.8832676420
N,D,1.0617664893,0.8391018293
P1,P2,1.0542392021,0.8678246009
P1,M2,1.0467880346,0.8690652891
P1,M1,1.1361863197,0.8349016722
P2,P2,1.1148398087,0.8313453552
P2,D,1.0819006635,0.8401284260
M1,M1,1.1188401863,0.8351112108
P2,N,1.1115031906,0.8349231561
M1,D,1.0122183706,0.8691818185
P2,M2,1.0936692468,0.8380185410
M1,N,1.1260609329,0.8344911569
M1,P2,1.0470920164,0.8642868396
P2,M1,1.1110937831,0.8316910606
M1,P1,1.0980557757,0.8416265047
M2,N,1.1260489734,0.8368632447
M2,D,1.0952239358,0.8401056810
P2,P1,1.0999448450,0.8351746336
M1,M2,1.0433275053,0.8631573036
M2,M2,1.1173714727,0.8357272349
M2,P1,1.1156654463,0.8354534154
M2,P2,1.1324338327,0.8310499317
M2,M1,1.1207691479,0.8339000371
