Prey / Predator,D,N,P1,P2,M1,M2
D,1.0909384923,1.1115757477,1.1382817990,1.1098115724,1.1455651587,1.0958985145
N,1.0598892281,1.1451018350,1.0866220339,1.1128762801,1.1031013113,1.0961434733
P1,1.0311049101,1.1673086031,1.1241024551,0.9348595527,1.1387765886,0.8949668544
P2,1.0862695699,1.1332127264,1.1368475583,1.1171786441,1.1411017779,1.1019577765
M1,1.0187277251,1.1477186731,1.1062091918,0.8951369338,1.1211805558,0.8489484179
M2,1.0995610784,1.1529654008,1.1463947048,1.1349155347,1.1490452748,1.1200592183
