Prey / Predator,D,N,P1,P2,M1,M2
D,0.8502864284,0.7918280033,0.8306707342,0.8542345066,0.8279554116,0.8594677416
N,0.8307702449,0.8070008839,0.8265463203,0.8194612964,0.8235307089,0.8225228840
P1,0.8409960623,0.7971827793,0.8334130411,0.9085785014,0.8283679608,0.9199717900
P2,0.8323735218,0.7915980919,0.8147564536,0.8252269685,0.8146540300,0.8301833261
M1,0.8412126463,0.7915817229,0.8338498563,0.9143851235,0.8289648893,0.9226524929
M2,0.8323471107,0.7971982265,0.8185705346,0.8245681424,0.8186338988,0.8296824893
