Prey / Predator,D,N,P1,P2,M1,M2
D,0.8537786351,0.7919172578,0.8330502448,0.8571571931,0.8302985070,0.8623268669
N,0.8378866150,0.8100125650,0.8257824992,0.8200342805,0.8241870785,0.8217116429
P1,0.8627960185,0.7982305290,0.8339126619,0.9157397205,0.8291133288,0.9260953297
P2,0.8327263825,0.7918973700,0.8139121539,0.8257967627,0.8142457903,0.8306811077
M1,0.8627976957,0.7918782425,0.8342886263,0.9206090872,0.8294820794,0.9277105083
M2,0.8327289156,0.7982501531,0.8180437484,0.8253607192,0.8184390845,0.8302357764
