prey,predator,prey_payoff,predator_payoff
D,D,1.1133035885,0.8478157917
N,N,1.1062052672,0.8292555366
P1,P1,1.1146947438,0.8420390542
D,M2,1.1228155711,0.8479600467
N,M2,1.0839287449,0.8345349419
D,P1,1.1184145900,0.8466192817
P1,D,1.0840388026,0.8513887757
N,P2,1.0881800088,0.8349381099
D,P2,1.1368975751,0.8424479263
P1,N,1.1431231455,0.8340899850
D,M1,1.1290407235,0.8424019102
N,P1,1.0745038741,0.8382815989
N,M1,1.0765948122,0.8393660311
D,N,1.1506150417,0.8380485274
N,D,1.0566792406,0.8428763523
P1,P2,1.1272202672,0.8391492387
P1,M2,1.1155863229,0.8425397856
P1,M1,1.1191511554,0.8409965367
P2,P2,1.1087049589,0.8338339241
P2,D,1.0819788535,0.8404785377
M1,M1,1.1123169459,0.8376806700
P2,N,1.1197872780,0.8305333870
P2,M2,1.0926296675,0.8386949468
M1,D,1.0709736934,0.8514148449
M1,N,1.1340064085,0.8302772665
P2,M1,1.0894672657,0.8395976040
M1,P2,1.1145859674,0.8377327582
M1,P1,1.0972657504,0.8421548747
M2,D,1.0953790665,0.8404407999
M2,N,1.1290948783,0.8342830743
P2,P1,1.0872651503,0.8398068596
M1,M2,1.0914419604,0.8451172155
M2,M2,1.1110492824,0.8382210193
M2,P1,1.0934039115,0.8434069791
M2,P2,1.1163551109,0.8369465652
M2,M1,1.0787312998,0.8486808333
