prey,predator,prey_payoff,predator_payoff
D,D,1.0939483560,0.8542016084
N,N,1.1132724800,0.8272737334
P1,P1,1.1188201434,0.8403404488
D,M2,1.0447332508,0.8804611449
N,M2,1.0825979843,0.8348541631
N,P2,1.0993856197,0.8308792141
N,P1,1.0736499776,0.8383305227
D,M1,1.1155039636,0.8470964991
P1,D,1.0233242688,0.8690471251
P1,N,1.1423230365,0.8352468057
N,M1,1.0897514511,0.8345974687
D,P2,1.0658052110,0.8718333162
D,P1,1.1081976301,0.8497309946
D,N,1.0676508864,0.8729266678
N,D,1.0582250543,0.8404598910
P1,P2,1.1050802591,0.8477341878
P1,M2,1.0940747648,0.8503473329
P1,M1,1.1342197080,0.8355627582
P2,P2,1.1127558709,0.8320445407
P2,D,1.0799048880,0.8407456539
M1,M1,1.1166736141,0.8358517628
P2,N,1.1263812471,0.8283098757
M1,P2,1.0935463091,0.8455907700
P2,M2,1.0867487873,0.8403224566
M1,N,1.1412111756,0.8278398440
P2,M1,1.1033045428,0.8344036597
M1,D,1.0110963148,0.8690476292
M1,P1,1.0911544760,0.8439170962
M2,D,1.0932384835,0.8407084622
M2,N,1.1279151890,0.8356077609
P2,P1,1.0892874170,0.8387756144
M1,M2,1.0640723555,0.8549328716
M2,M2,1.1148959294,0.8365461663
M2,P2,1.1305631584,0.8316691803
M2,P1,1.1076841703,0.8381703307
M2,M1,1.1126441039,0.8367010340
