Prey / Predator,D,N,P1,P2,M1,M2
D,0.8453030413,0.7917006920,0.8283505142,0.8494102611,0.8256450575,0.8546547611
N,0.8216670012,0.8026591059,0.8288549267,0.8197109881,0.8237826957,0.8248023116
P1,0.8338657282,0.7958781019,0.8330867396,0.8943999148,0.8277457251,0.9070364453
P2,0.8287947523,0.7912355970,0.8162853775,0.8248054462,0.8155478025,0.8298523804
M1,0.8339598539,0.7912211301,0.8336017242,0.9012965038,0.8286206431,0.9113979653
M2,0.8286964933,0.7958896099,0.8195615426,0.8238682578,0.8190811257,0.8292778270
