prey,predator,prey_payoff,predator_payoff
D,D,1.1101368363,0.8492324232
N,N,1.1084643494,0.8283075299
P1,P1,1.1181668112,0.8407067496
D,M2,1.1129562883,0.8519915355
N,M2,1.0866780167,0.8332378589
D,P1,1.1163726011,0.8468861073
D,P2,1.1290806643,0.8455208779
P1,D,1.0733101077,0.8543464146
N,M1,1.0839124714,0.8364396064
D,M1,1.1271649236,0.8425284084
N,P2,1.0948259873,0.8322394582
N,P1,1.0773343398,0.8369501282
P1,N,1.1472496682,0.8325171443
D,N,1.1438466541,0.8409875362
N,D,1.0622747694,0.8402579463
P1,P2,1.1320628818,0.8372531998
P1,M2,1.1178350898,0.8415703296
P2,P2,1.1121634480,0.8324216320
P1,M1,1.1271645721,0.8380928935
M1,M1,1.1160216756,0.8362287189
P2,D,1.0820807973,0.8402544032
P2,N,1.1248189915,0.8284668812
P2,M2,1.0903670492,0.8393010583
P2,M1,1.0929118507,0.8380906768
M1,D,1.0603757828,0.8543870013
M1,N,1.1391435523,0.8281984122
M1,P2,1.1171811487,0.8366108625
M1,P1,1.0949923719,0.8427946875
M2,D,1.0955422288,0.8401860649
P2,P1,1.0854854806,0.8402349955
M2,N,1.1328818288,0.8328326949
M1,M2,1.0863690855,0.8468966250
M2,M2,1.1142965371,0.8369174752
M2,P1,1.0970091965,0.8418947438
M2,P2,1.1239121349,0.8341167006
M2,M1,1.0884664740,0.8450009547
