Prey / Predator,D,N,P1,P2,M1,M2
D,0.3752417314,0.1651535204,0.3406342501,0.3259940501,0.3481965250,0.3243077022
N,0.6202781761,0.3399459375,0.3329195755,0.3769103331,0.3755557269,0.3393935009
P1,0.4158998814,0.3310473866,0.3452798092,0.3019960466,0.3567254126,0.3020047842
P2,0.3477413848,0.2860118748,0.3133758011,0.3550989698,0.3851312426,0.3385977538
M1,0.3873843352,0.2873567458,0.3351589056,0.3029048474,0.3504491420,0.2188961911
M2,0.3493845097,0.3288313636,0.3830670449,0.3618497944,0.2185321649,0.3498353758
