Prey / Predator,D,N,P1,P2,M1,M2
D,1.0917969646,1.0896232128,1.0696634118,1.0867268269,1.0624341009,1.0947657333
N,1.0926602339,1.0731214964,1.1211515277,1.0936394025,1.1002664105,1.1161388773
P1,1.0981175644,1.0540686094,1.0771178487,1.0906034768,1.0673762444,1.1056335737
P2,1.0892190077,1.0525043239,1.1036767013,1.0630153573,1.1002967936,1.0745377521
M1,1.0980895769,1.0524503753,1.0812232252,1.0979087903,1.0700094429,1.1170264851
M2,1.0892582351,1.0541141569,1.1056015887,1.0601145758,1.1027365962,1.0701568801
