Prey / Predator,D,N,P1,P2,M1,M2
D,1.1081575553,1.1957230861,1.1466208821,1.1432183794,1.1561160192,1.1310773167
N,1.0322214834,1.1441194478,1.0559968484,1.1006068739,1.0890521347,1.0658560364
P1,1.0894541352,1.1828844446,1.1197958118,1.1327475398,1.1408015711,1.1013629679
P2,1.0660456834,1.1573159662,1.0900235993,1.1136447138,1.1035505415,1.0934540725
M1,1.0765531363,1.1714557243,1.0972454070,1.0995891694,1.1167025718,1.0714244223
M2,1.0785877311,1.1687692614,1.1078441483,1.1385428119,1.1196956986,1.1167088428
