Prey / Predator,D,N,P1,P2,M1,M2
D,1.1520484928,1.0652045786,1.0558787815,1.0876641980,1.0665269863,1.0665580543
N,1.0544617631,1.1049360466,1.0723639991,1.0942229586,1.0845336748,1.0811888050
P1,1.0722002320,1.1527043403,1.1184364244,1.1426702365,1.1333302103,1.1230330874
P2,1.0789791530,1.1186211095,1.0546683038,1.1129750368,1.0821816509,1.0686812197
M1,1.0593324892,1.1330128149,1.0737356485,1.1232181932,1.1170621216,1.0714641214
M2,1.0923828960,1.1388509586,1.0858518826,1.1297575335,1.0896382783,1.1142915144
