Prey / Predator,D,N,P1,P2,M1,M2
D,0.8509293542,0.8323203291,0.8389229933,0.8440156575,0.8351774490,0.8489447749
N,0.8540234663,0.8246149008,0.8484068892,0.8329984235,0.8375416383,0.8445023829
P1,0.8551795580,0.8299229943,0.8428474604,0.8408012899,0.8352972885,0.8527602695
P2,0.8483811869,0.8266357594,0.8416231131,0.8344726003,0.8373980168,0.8419231326
M1,0.8549907805,0.8265275751,0.8457582180,0.8481716787,0.8386416089,0.8591465205
M2,0.8485569810,0.8300467635,0.8410825782,0.8307991520,0.8382216075,0.8386932570
