prey,predator,prey_payoff,predator_payoff
N,N,1.1074886429,0.8287012867
D,D,1.1124719413,0.8482398915
P1,P1,1.1168439930,0.8412154174
D,M1,1.1292013933,0.8419914629
D,P1,1.1185914969,0.8462310477
D,M2,1.1184627919,0.8497699472
P1,N,1.1451901116,0.8332991199
N,P1,1.0761332433,0.8375480004
N,P2,1.0916418043,0.8335499605
P1,D,1.0792463647,0.8527307662
N,M2,1.0855650966,0.8337922883
D,P2,1.1335102497,0.8438075657
N,M1,1.0803158688,0.8379053890
N,D,1.0596439643,0.8415207193
D,N,1.1471351465,0.8396478942
P1,P2,1.1299724074,0.8380697836
P1,M2,1.1171716363,0.8418692380
P1,M1,1.1236882639,0.8393415201
P2,D,1.0821528278,0.8403192348
P2,P2,1.1108080532,0.8329797509
M1,M1,1.1145810924,0.8367939695
M1,D,1.0662357278,0.8527676073
P2,N,1.1223065991,0.8294954847
M1,P1,1.0964809086,0.8423479506
M1,N,1.1366085687,0.8292203163
P2,M2,1.0918296278,0.8388782133
P2,M1,1.0913451863,0.8387810683
M1,P2,1.1163154270,0.8369957920
M2,D,1.0955948069,0.8402621968
P2,P1,1.0865843041,0.8399591818
M2,N,1.1309888058,0.8335546883
M1,M2,1.0894646184,0.8458048942
M2,M2,1.1130496451,0.8374236274
M2,P2,1.1206170678,0.8353423695
M2,P1,1.0953549560,0.8425967424
M2,M1,1.0835378935,0.8468502987
