prey,predator,prey_payoff,predator_payoff
D,D,1.0972348401,0.8536437191
N,N,1.1094368560,0.8281950666
P1,P1,1.1181566294,0.8406285887
N,M2,1.0851832480,0.8334729665
D,M2,1.0786138142,0.8657403134
D,P1,1.0988307944,0.8531558960
D,P2,1.0990022503,0.8574440731
D,M1,1.1074129946,0.8500000786
N,P2,1.0988251990,0.8306881923
N,P1,1.0763718693,0.8368890183
N,M1,1.0891668260,0.8343696976
P1,D,1.0435156302,0.8627134223
P1,N,1.1524329401,0.8306013749
D,N,1.1331298606,0.8440116809
N,D,1.0608382763,0.8399213606
P1,P2,1.1314423666,0.8375133274
P1,M2,1.1116855325,0.8438712669
P2,P2,1.1124170575,0.8322049080
P1,M1,1.1325198461,0.8362105312
P2,D,1.0797688405,0.8408638822
M1,M1,1.1163177845,0.8360403448
P2,N,1.1302173240,0.8263266156
M1,D,1.0310155227,0.8627258602
P2,M2,1.0830557134,0.8415228215
M1,N,1.1441947619,0.8262412444
P2,M1,1.0956961503,0.8369912491
M1,P1,1.0876485247,0.8450451757
M1,P2,1.1116969992,0.8386942027
M2,D,1.0931692843,0.8408005501
M2,N,1.1377257028,0.8310353538
P2,P1,1.0802614480,0.8417917602
M1,M2,1.0743565789,0.8506869093
M2,M2,1.1142512128,0.8368071120
M2,P2,1.1289890706,0.8322568605
M2,P1,1.0998825892,0.8407720910
M2,M1,1.1017645914,0.8403343043
