Prey / Predator,D,N,P1,P2,M1,M2
D,1.0950241111,1.2420667222,1.1373877500,1.1066191363,1.1293071786,1.1151447990
N,1.1196190336,1.0691747066,1.1010630476,1.0806003619,1.0883490640,1.0937745497
P1,1.1263149833,1.0791330835,1.0970670691,1.1324268188,1.0905852503,1.1689407444
P2,1.0975301259,1.1578684281,1.1619778454,1.0822504228,1.0924942535,1.1040166492
M1,1.1263569970,1.1582471885,1.1107200642,1.1610194644,1.0895332905,1.2601205240
M2,1.0975428343,1.0789513092,1.0995145191,1.0832292850,1.1085453725,1.0898029227
