Prey / Predator,D,N,P1,P2,M1,M2
D,1.1074507680,1.1836439087,1.1453202667,1.1410724559,1.1547495226,1.1288071706
N,1.0299019929,1.1337400846,1.0546483209,1.0985705615,1.0871207615,1.0643615152
P1,1.0805823829,1.1714299176,1.1183729140,1.1304884692,1.1394686963,1.0988392076
P2,1.0637748562,1.1463252390,1.0883976054,1.1123187822,1.1015683510,1.0917149851
M1,1.0677186564,1.1603992073,1.0954928204,1.0972248689,1.1153614618,1.0682366991
M2,1.0763169776,1.1573710837,1.1058428048,1.1371958807,1.1161433389,1.1153105173
