prey,predator,prey_payoff,predator_payoff
D,D,0.8739688335,1.0422663306
D,P2,0.8921860254,1.0372589222
D,P1,0.8556754687,1.0536280096
D,N,0.7507631196,1.1166746413
D,M1,0.8722374504,1.0445828276
N,N,0.9108045654,1.0148889824
D,M2,0.8827299687,1.0420127513
N,D,0.8444987244,1.0457353208
N,P1,0.8803974065,1.0283131285
N,P2,0.8740061448,1.0336690356
N,M1,0.8530818761,1.0450172909
N,M2,0.8880817168,1.0242515872
P1,D,0.9118288391,1.0194049278
P1,P1,0.9526657345,1.0004220906
P1,N,1.0203389204,0.9676876382
P1,P2,0.9577418426,0.9995927825
P1,M2,0.9390661747,1.0086711941
P1,M1,0.9671405489,0.9938898918
P2,D,0.8804519977,1.0322745240
P2,N,0.9455348710,0.9991180777
P2,P2,0.9585575027,0.9910184912
P2,M1,0.9390489609,1.0026650092
P2,P1,0.8715371962,1.0355433714
P2,M2,0.9178025976,1.0104524676
M1,D,0.9063792025,1.0194394159
M1,N,0.9520799135,0.9986995065
M1,P1,0.9183587465,1.0131047342
M1,P2,0.9420788030,1.0040133525
M1,M1,0.9576893728,0.9945177182
M2,D,0.8856880279,1.0322630427
M1,M2,0.8926545358,1.0274821765
M2,N,1.0139266914,0.9678211998
M2,P1,0.9377462111,1.0062907252
M2,P2,0.9702857698,0.9890575351
M2,M2,0.9530357813,0.9972023019
M2,M1,0.9192462817,1.0179939650
