prey,predator,prey_payoff,predator_payoff
D,D,1.1120886521,0.8487533895
N,N,1.1253412866,0.8238719971
P1,P1,1.1280317873,0.8379849923
D,M2,1.1217935656,0.8501665216
N,M2,1.0835834049,0.8356644884
D,P1,1.1482503347,0.8364495824
D,P2,1.1342960329,0.8451939618
D,M1,1.1585542202,0.8321026815
N,M1,1.0971597677,0.8322626385
N,P1,1.0745885504,0.8392130407
N,P2,1.1069217756,0.8284561912
P1,D,1.0784046769,0.8530261798
P1,N,1.1537223395,0.8326037056
D,N,1.1332749989,0.8480080602
N,D,1.0693120053,0.8378504454
P1,P2,1.0708824967,0.8626703161
P1,M1,1.1432212674,0.8329801591
P1,M2,1.0385057112,0.8741716908
P2,P2,1.1210581653,0.8298893315
P2,D,1.0854508854,0.8392048663
M1,M1,1.1248689761,0.8337902004
M1,P2,1.0382373261,0.8695925396
P2,N,1.1223484331,0.8319911606
M1,N,1.1363929462,0.8317826794
P2,M2,1.1052763853,0.8349713573
M1,D,1.0658113008,0.8528969022
M1,P1,1.1095806499,0.8386583965
P2,M1,1.1197248731,0.8288957329
M2,D,1.0987957613,0.8391945298
P2,P1,1.1127540716,0.8310954210
M2,N,1.1395500339,0.8328521268
M1,M2,1.0040074721,0.8814078259
M2,M2,1.1241651676,0.8341179186
M2,P1,1.1242144561,0.8327914828
M2,P2,1.1397675712,0.8289304121
M2,M1,1.1282560737,0.8314233913
