Prey / Predator,D,N,P1,P2,M1,M2
D,0.2873542525,0.3116963202,0.2932738138,0.3054585794,0.3004196071,0.2982118977
N,0.2847694777,0.3089171191,0.2905721763,0.3028001065,0.2953558094,0.2979147431
P1,0.2866928658,0.3110264557,0.2925843094,0.3048164040,0.2985370888,0.2987590251
P2,0.2854455945,0.3096061732,0.2912768947,0.3034608798,0.2972056098,0.2974273900
M1,0.2849557591,0.3115907178,0.2919226094,0.3041304452,0.2978521638,0.2980962086
M2,0.2871964234,0.3090564489,0.2919490489,0.3041579593,0.2979013208,0.2981009809
