prey,predator,prey_payoff,predator_payoff
D,D,1.1144023572,0.8476692064
N,N,1.1153654472,0.8272938027
P1,P1,1.1243038041,0.8390940137
D,M2,1.1238962977,0.8488739755
N,M2,1.0779414510,0.8375073825
D,P1,1.1424359725,0.8384049001
N,P2,1.0996332999,0.8309623528
N,P1,1.0683856206,0.8412569177
D,M1,1.1525361036,0.8342268349
D,P2,1.1366194391,0.8438329822
N,M1,1.0889624912,0.8350823590
P1,D,1.0791575860,0.8530359811
P1,N,1.1467485313,0.8345239614
D,N,1.1368631759,0.8457217990
N,D,1.0634919938,0.8400920344
P1,P2,1.1012050104,0.8503713027
P1,M1,1.1388209963,0.8343073909
P1,M2,1.0720586566,0.8607209596
P2,P2,1.1174679962,0.8310304544
P2,D,1.0832567881,0.8399290773
M1,M1,1.1212417048,0.8349002642
P2,N,1.1179589181,0.8329327498
M1,D,1.0665178571,0.8529238883
M1,N,1.1318914712,0.8327648833
P2,M2,1.1007205767,0.8364607748
P2,M1,1.1074199305,0.8332521702
M1,P1,1.1050866605,0.8400806434
M1,P2,1.0714964306,0.8560196312
M2,D,1.0966387278,0.8398956866
P2,P1,1.1009697050,0.8352715465
M2,N,1.1328102859,0.8346928970
M1,M2,1.0421728379,0.8660055745
M2,M2,1.1204664052,0.8352619987
M2,P1,1.1117606739,0.8371027212
M2,P2,1.1354401735,0.8302912702
M2,M1,1.1121921981,0.8369188291
