prey,predator,prey_payoff,predator_payoff
D,D,0.8789289781,1.0402121576
D,P1,0.8627768952,1.0511013916
D,P2,0.8889175588,1.0398492943
D,N,0.6569479581,1.1664991170
D,M1,0.8738222726,1.0452745855
D,M2,0.8757735142,1.0468917495
N,N,0.8786193611,1.0319100584
N,D,0.7285150312,1.1103406652
N,P1,0.8355264424,1.0529909407
N,P2,0.8851091108,1.0278132357
N,M1,0.8675398602,1.0375039868
N,M2,0.8474669681,1.0465333577
P1,D,0.8846575833,1.0336746613
P1,P1,0.8803286200,1.0390190169
P1,N,0.8868532252,1.0393127138
P1,P2,0.8730079147,1.0459348105
P1,M2,0.8660434743,1.0479342876
P1,M1,0.8996262902,1.0298085189
P2,D,0.8663249143,1.0395519309
P2,N,0.8324958389,1.0606836084
P2,P2,0.8915195049,1.0272692835
P2,P1,0.8193221316,1.0650500486
P2,M1,0.8741556101,1.0369245803
P2,M2,0.8650246316,1.0398490857
M1,D,0.8791408693,1.0338315785
M1,P1,0.8602046449,1.0453549111
M1,N,0.8376293657,1.0607158861
M1,P2,0.8733291099,1.0411832131
M1,M1,0.8860802133,1.0330907874
M2,D,0.8716164424,1.0394745731
M1,M2,0.7371695184,1.1153111668
M2,N,0.8813619478,1.0393469358
M2,P1,0.8715282949,1.0410783337
M2,P2,0.9053356353,1.0238374961
M2,M2,0.8855695379,1.0332964278
M2,M1,0.7526648604,1.1074009867
