prey,predator,prey_payoff,predator_payoff
D,D,0.8791514996,1.0402669873
D,P2,0.8986631196,1.0346002759
D,P1,0.8582875132,1.0534024618
D,N,0.7606180543,1.1123446067
D,M1,0.8714821485,1.0463183526
D,M2,0.8871026621,1.0406811538
N,N,0.9163234171,1.0118318823
N,D,0.7213464013,1.1148174989
N,P1,0.8634788604,1.0383311126
N,P2,0.8996512939,1.0204000230
N,M1,0.8851910871,1.0283825556
N,M2,0.8740985716,1.0325315071
P1,D,0.8882621620,1.0318390583
P1,P1,0.9074490108,1.0242732370
P1,N,0.9513467298,1.0044666277
P1,P2,0.9219010003,1.0188710702
P1,M2,0.8975997044,1.0311348849
P1,M1,0.9238911824,1.0164747200
P2,D,0.8689322072,1.0383205750
P2,N,0.9126708546,1.0170776561
P2,P2,0.9165836034,1.0134468772
P2,M1,0.9037579610,1.0208722896
P2,P1,0.8347145416,1.0570690990
P2,M2,0.8843438518,1.0290694630
M1,D,0.8827969238,1.0319522363
M1,N,0.9189579242,1.0167353926
M1,P1,0.8824278397,1.0329766666
M1,P2,0.9039301737,1.0247892762
M1,M1,0.9129705408,1.0183263901
M2,D,0.8741011403,1.0383182435
M1,M2,0.8611562537,1.0456462485
M2,N,0.9450510134,1.0047414192
M2,P1,0.9007410817,1.0253166460
M2,P2,0.9291299475,1.0106497963
M2,M2,0.9108951510,1.0194756616
M2,M1,0.7974905920,1.0829703430
