Prey / Predator,D,N,P1,P2,M1,M2
D,1.0511432307,1.0397221610,1.0428507697,1.0655523010,1.0424300119,1.0658103161
N,0.9592953626,1.0525454876,1.0372593643,1.0407850604,1.0425537857,1.0366878940
P1,0.9911917735,1.0675265562,1.0519014523,1.0483431887,1.0509112318,1.0403382842
P2,1.0397404382,1.0533909735,1.0502452352,1.0502581337,1.0464944133,1.0412985001
M1,0.9947097960,1.0535578015,1.0421847182,1.0403968551,1.0511411851,1.0273874384
M2,1.0400992958,1.0673136109,1.0486244232,1.0498808171,1.0676760960,1.0510617687
