Prey / Predator,D,N,P1,P2,M1,M2
D,0.3052932131,0.1547782119,0.2732647401,0.2984571679,0.2796654477,0.2936440808
N,0.6564055351,0.3107499550,0.3132058374,0.3612634802,0.3506492360,0.3189283128
P1,0.4127636224,0.3230240408,0.3005467419,0.2680530150,0.2931831359,0.2180833905
P2,0.5373374807,0.2853459358,0.3319704609,0.3107956951,0.3853164431,0.2776103422
M1,0.4035365902,0.2881768042,0.2742549681,0.2214591522,0.3056873817,0.1952003930
M2,0.5404524996,0.3207486566,0.3814470925,0.2972716971,0.2508162420,0.3055649014
