prey,predator,prey_payoff,predator_payoff
N,N,1.1037957603,0.8298217786
D,D,1.1603426129,0.8269606815
P1,P1,1.1189817210,0.8402849118
N,M2,1.0776009749,0.8359540502
D,M2,1.0526600516,0.8733177147
N,M1,1.0827642391,0.8368787570
N,P1,1.0686472384,0.8393906186
P1,N,1.1535317909,0.8296808620
N,P2,1.0925423899,0.8331514305
P1,D,1.0718144214,0.8539832290
D,M1,1.0664308829,0.8652431711
D,P1,1.0552904150,0.8691632770
D,P2,1.0764088009,0.8641913044
N,D,1.0498903501,0.8440447210
D,N,1.0587112725,0.8712636861
P1,P2,1.1432355227,0.8333232170
P1,M2,1.1232972219,0.8390737834
P1,M1,1.1346868361,0.8356488428
P2,D,1.0788903466,0.8414439656
P2,P2,1.1134666510,0.8317522466
M1,M1,1.1176179404,0.8355937365
P2,N,1.1188102117,0.8298834638
P2,M2,1.0681849178,0.8455328886
P2,M1,1.0817621369,0.8422068191
M1,D,1.0589637373,0.8540057509
M1,P1,1.0732510203,0.8488966502
M1,N,1.1332097103,0.8294923208
M1,P2,1.1234113720,0.8338834591
M2,D,1.0922618819,0.8413850896
P2,P1,1.0526405171,0.8512176125
M2,N,1.1396686678,0.8297791539
M1,M2,1.0696956346,0.8500707062
M2,M2,1.1147673900,0.8364855959
M2,P1,1.0853642753,0.8460583039
M2,P2,1.1310297335,0.8316291711
M2,M1,1.0911028343,0.8446004539
