Prey / Predator,D,N,P1,P2,M1,M2
D,1.1173215198,1.1528848995,1.1465058191,1.1398234890,1.1562481848,1.1277173519
N,1.0566048706,1.1204820145,1.0645152876,1.1007096610,1.0900408215,1.0740830529
P1,1.0911243650,1.1532031307,1.1241541189,1.1041194322,1.1408528505,1.0715378960
P2,1.0818743368,1.1253792353,1.1039778252,1.1175162875,1.1109768839,1.0999206438
M1,1.0783871824,1.1394084527,1.1039538340,1.0707335388,1.1210058973,1.0369058127
M2,1.0952070928,1.1391191208,1.1154393872,1.1377780276,1.1187024837,1.1206125111
