prey,predator,prey_payoff,predator_payoff
D,D,1.1174518534,0.8459727096
N,N,1.1636039543,0.8078436578
P1,P1,1.1365335725,0.8355016624
N,M2,1.1112828229,0.8266943517
D,M2,1.1111469925,0.8557722673
P1,N,1.2123574551,0.8095691786
N,M1,1.1180170497,0.8259116480
N,P2,1.1274152019,0.8219367025
D,P2,1.1235383885,0.8505947097
P1,D,1.0863832259,0.8528463272
D,P1,1.1519843809,0.8352706212
N,P1,1.1020709619,0.8306293393
D,M1,1.1611123930,0.8313374470
D,N,1.2116008599,0.8194848261
N,D,1.0967838656,0.8276615315
P1,P2,1.0076174680,0.8886018233
P1,M2,0.9749312679,0.9004479324
P1,M1,1.1518727563,0.8303835264
P2,P2,1.1291701659,0.8273152916
P2,D,1.1029578268,0.8353288676
M1,M1,1.1334801791,0.8310959576
P2,M1,1.1531898732,0.8172668411
P2,N,1.1831808876,0.8088180431
P2,M2,1.1141185743,0.8322971189
M1,N,1.1975724363,0.8088140051
M1,D,1.0729506553,0.8531025146
M1,P1,1.1186173252,0.8360023039
M1,P2,0.9757437309,0.8954351195
M2,D,1.1165592895,0.8352922742
P2,P1,1.1504230916,0.8176748533
M2,N,1.1979878552,0.8095697212
M1,M2,0.9459910177,0.9055247061
M2,M2,1.1321995701,0.8317292658
M2,P1,1.1581553212,0.8211920176
M2,P2,1.1477247677,0.8265349077
M2,M1,1.1602901759,0.8210722136
