Prey / Predator,D,N,P1,P2,M1,M2
D,1.0935535367,1.3651383151,1.1895856432,1.1348800930,1.1775710800,1.1437520373
N,1.1485492007,1.0974724118,1.1336889711,1.1070091182,1.1142692192,1.1266371320
P1,1.1190146404,1.0977133716,1.0985146975,1.1961083628,1.0879948453,1.2730348627
P2,1.1002437535,1.2525611467,1.2781706952,1.0833114325,1.1265228407,1.1023660309
M1,1.1190159097,1.2526432807,1.1088399312,1.2664949035,1.0902763290,1.3566104976
M2,1.1002432682,1.0977505188,1.1358342675,1.0808631320,1.0997948607,1.0916214467
