prey,predator,prey_payoff,predator_payoff
D,D,0.8699000335,1.0451914186
D,P1,0.8552190492,1.0555471722
D,P2,0.8438863810,1.0652521528
D,N,0.7686863067,1.1073947885
D,M1,0.8653969231,1.0500376766
N,N,0.8357308823,1.0557700387
D,M2,0.8281697710,1.0737586820
N,D,0.7063984446,1.1211168995
N,P1,0.7406237693,1.1022072604
N,P2,0.8071332792,1.0688234977
N,M1,0.7870281118,1.0796073391
N,M2,0.7548599707,1.0947477945
P1,P1,0.8299261733,1.0658705574
P1,D,0.8699304407,1.0410050513
P1,N,0.8392574633,1.0654704703
P1,P2,0.8105904104,1.0783724305
P1,M2,0.7677108747,1.1001646524
P1,M1,0.8664695734,1.0468710273
P2,D,0.8493037026,1.0474140837
P2,N,0.8205098275,1.0678623048
P2,P2,0.8476781028,1.0508695592
P2,M1,0.7938055703,1.0787996746
P2,P1,0.8003052844,1.0741812404
P2,M2,0.8167705211,1.0666229428
M1,D,0.8642222255,1.0413074039
M1,N,0.8256184377,1.0678661511
M1,P1,0.8089705865,1.0734744760
M1,P2,0.7751489191,1.0938725517
M1,M1,0.8387315083,1.0584016615
M2,D,0.8556016381,1.0467398968
M1,M2,0.6197029484,1.1776030364
M2,N,0.8340564532,1.0654962056
M2,P1,0.7913056705,1.0825959207
M2,P2,0.8765999221,1.0385955660
M2,M2,0.8389326199,1.0583002860
M2,M1,0.7055933899,1.1305925010
