prey,predator,prey_payoff,predator_payoff
D,D,0.8780539067,1.0406580077
D,P2,0.8973220702,1.0351294151
D,P1,0.8529079754,1.0562529149
D,N,0.7654179815,1.1095490068
D,M1,0.8713575174,1.0460548970
D,M2,0.8865965351,1.0406869797
N,N,0.9301211952,1.0048572449
N,D,0.8226559561,1.0586846665
N,P1,0.8535446142,1.0441202586
N,P2,0.9077055996,1.0161819799
N,M1,0.8913940756,1.0252451345
N,M2,0.8672973905,1.0365516879
P1,P1,0.9271297002,1.0137710404
P1,D,0.8965872607,1.0274494576
P1,N,0.9812110660,0.9885868567
P1,P2,0.9382369080,1.0100979332
P1,M1,0.9450489394,1.0052096561
P1,M2,0.9156375266,1.0213740650
P2,D,0.8760241604,1.0346464733
P2,N,0.9273265356,1.0091527163
P2,P2,0.9344506851,1.0038130412
P2,M1,0.9198825986,1.0124880043
P2,P1,0.8556863985,1.0451902007
P2,M2,0.8982564476,1.0213049485
M1,D,0.8911055348,1.0275448015
M1,N,0.9338446596,1.0087074586
M1,P1,0.8976760070,1.0244955817
M1,P2,0.9203163749,1.0158909909
M1,M1,0.9323834193,1.0078747930
M2,D,0.8812082347,1.0346526161
M1,M2,0.8805713256,1.0344567210
M2,N,0.9749908577,0.9887300969
M2,P1,0.9183902003,1.0161213771
M2,P2,0.9486675334,1.0002330808
M2,M2,0.9288110374,1.0099222418
M2,M1,0.8567359738,1.0511528332
