Prey / Predator,D,N,P1,P2,M1,M2
D,1.0399388531,1.1908890403,1.0596821195,1.0486826769,1.0522166815,1.0564416182
N,1.0570691776,1.0371095147,1.0552218706,1.0304769566,1.0391145731,1.0482005786
P1,1.0321625187,1.0486439309,1.0453253121,1.0535130123,1.0337953836,1.0657987449
P2,1.0392692834,1.0822574540,1.0625059233,1.0321107362,1.0358928602,1.0436449964
M1,1.0323124615,1.0822941815,1.0491242468,1.0597602186,1.0382147599,1.1384320272
M2,1.0391950350,1.0486629281,1.0410532909,1.0268430818,1.0948829582,1.0393734013
