prey,predator,prey_payoff,predator_payoff
D,D,0.8721437632,1.0437470364
D,P2,0.8375575545,1.0688669594
D,P1,0.8584308156,1.0539547774
D,N,0.8390228098,1.0715455338
D,M1,0.8681913858,1.0486748764
D,M2,0.8215587337,1.0775742884
N,N,0.8621318446,1.0431005595
N,D,0.7386577161,1.1040182422
N,P1,0.7617596997,1.0911312347
N,P2,0.8158038721,1.0645217463
N,M1,0.7930139191,1.0768596904
N,M2,0.7749856451,1.0842068915
P1,D,0.8719964937,1.0399295342
P1,P1,0.8301562049,1.0658550681
P1,N,0.8653388665,1.0532634495
P1,P2,0.8104335059,1.0778214746
P1,M1,0.8693272851,1.0455995567
P1,M2,0.7471003721,1.1106494630
P2,D,0.8465099481,1.0493899306
P2,N,0.8449494008,1.0566695920
P2,P2,0.8479696530,1.0508320515
P2,P1,0.8153320456,1.0661336459
P2,M1,0.7993309859,1.0763261207
P2,M2,0.8162734638,1.0671222353
M1,D,0.8661377011,1.0403148724
M1,N,0.8505774653,1.0564858694
M1,P1,0.8075580061,1.0744684089
M1,P2,0.7545959890,1.1043952810
M1,M1,0.8386839970,1.0585376164
M2,D,0.8526213031,1.0488073573
M1,M2,0.6573854734,1.1560852602
M2,N,0.8598250132,1.0533542303
M2,P1,0.7974556375,1.0798121576
M2,P2,0.8792421649,1.0374556177
M2,M2,0.8394751796,1.0581276128
M2,M1,0.7442811365,1.1101923326
