Prey / Predator,D,N,P1,P2,M1,M2
D,1.0982321170,1.0724841979,1.0915251493,1.0795020762,1.0840957966,1.0870047039
N,1.0927771685,1.0671964513,1.0863071054,1.0739728709,1.0814637800,1.0788573128
P1,1.0968992336,1.0710268457,1.0902739549,1.0780087851,1.0841291825,1.0842190537
P2,1.0940650004,1.0685353831,1.0875531027,1.0753401388,1.0814508784,1.0814878805
M1,1.0969005566,1.0685433250,1.0890508189,1.0768407570,1.0829402909,1.0830275239
M2,1.0940639629,1.0710188258,1.0887758996,1.0765238715,1.0826346747,1.0827059480
