Prey / Predator,D,N,P1,P2,M1,M2
D,1.1036201156,1.0885930473,1.0952770956,1.0973062057,1.0886006628,1.1044383632
N,1.1618656666,1.0643251532,1.0942171781,1.0744428795,1.0831048463,1.0868292002
P1,1.1269268513,1.0726696884,1.0961754514,1.0882470369,1.0886219699,1.1025493662
P2,1.1086574001,1.0683443869,1.0897871801,1.0812418935,1.0830684732,1.0964768732
M1,1.1266159892,1.0683775077,1.1040356801,1.0955008992,1.0890998622,1.1298911659
M2,1.1090239806,1.0726740447,1.0894586522,1.0800406094,1.0931748339,1.0883526568
