Prey / Predator,D,N,P1,P2,M1,M2
D,0.7552148426,0.7970395773,0.7745906278,0.7732060172,0.7874584311,0.7590357688
N,0.6075788831,0.8150627120,0.7458765504,0.7904452637,0.7739883454,0.7600085750
P1,0.6990027877,0.8205904330,0.7647589446,0.7837169370,0.7823037843,0.7517415162
P2,0.7225214670,0.8150051820,0.7632319606,0.7841119044,0.7790748720,0.7504246139
M1,0.6955253050,0.8200014136,0.7406831235,0.7612315218,0.7738985597,0.6861660610
M2,0.7260710771,0.8155448777,0.7713930453,0.7938384308,0.7677780210,0.7749276685
