prey,predator,prey_payoff,predator_payoff
D,D,1.1002489713,0.8520026608
N,N,1.1521689622,0.8122322999
P1,P1,1.1285928586,0.8378542162
D,M2,1.1129924574,0.8531020521
N,M2,1.1048680253,0.8287831001
N,P1,1.0955266534,0.8327303171
D,P2,1.1238200740,0.8487840435
N,M1,1.1103326625,0.8286226151
N,P2,1.1198986715,0.8246160322
D,M1,1.1470898474,0.8363789664
D,P1,1.1372512353,0.8406086475
P1,D,1.0512451004,0.8626833751
P1,N,1.1845002973,0.8212470308
N,D,1.0723073154,0.8373676397
D,N,1.1414949496,0.8496857593
P1,P2,0.9638972463,0.9038614077
P1,M2,0.9252284672,0.9178896808
P1,M1,1.1436292065,0.8330151826
P2,P2,1.1214565116,0.8297447006
P2,D,1.0957887265,0.8369486753
M1,M1,1.1256213829,0.8335051231
M1,N,1.1626052438,0.8232490966
P2,N,1.1483281580,0.8233945008
P2,M1,1.1489495851,0.8185978971
P2,M2,1.1062375328,0.8345880052
M1,D,1.0384961887,0.8627771177
M1,P2,0.9248502281,0.9138692039
M1,P1,1.1105871618,0.8382698653
M2,D,1.1092048107,0.8369469506
P2,P1,1.1462509898,0.8189264738
M2,N,1.1703338739,0.8212982671
M1,M2,0.8762728211,0.9318118165
M2,M2,1.1243955819,0.8341099393
M2,P2,1.1395915073,0.8292024754
M2,P1,1.1541663020,0.8223712006
M2,M1,1.1560276423,0.8223772899
