prey,predator,prey_payoff,predator_payoff
D,D,0.8711939188,1.0448631326
D,P1,0.8504814364,1.0585025778
D,P2,0.8666639308,1.0526736589
D,N,0.6491572062,1.1701625333
D,M1,0.8624765237,1.0519993334
N,N,0.8356299282,1.0543858694
D,M2,0.8522589616,1.0604262670
N,D,0.7006361812,1.1228436707
N,P1,0.7344194689,1.1053524033
N,P2,0.8219272668,1.0606913877
N,M1,0.8008367378,1.0722129665
N,M2,0.7491027282,1.0976137780
P1,P1,0.8390902484,1.0607341996
P1,D,0.8698470058,1.0412991276
P1,N,0.8243185209,1.0723605877
P1,P2,0.8458248881,1.0598961616
P1,M1,0.8620889476,1.0494099700
P1,M2,0.8292998072,1.0671734858
P2,D,0.8234861096,1.0616050656
P2,N,0.7970093039,1.0795825081
P2,P2,0.8541212216,1.0472170246
P2,M1,0.8086319426,1.0707975138
P2,P1,0.7297578892,1.1130110320
P2,M2,0.8286039281,1.0598706924
M1,D,0.8642852111,1.0415246632
M1,N,0.8021157415,1.0795318266
M1,P1,0.8242933915,1.0648399123
M1,P2,0.8352925844,1.0614365776
M1,M1,0.8474848090,1.0535022514
M2,D,0.8282894623,1.0616530196
M1,M2,0.6396930071,1.1676949884
M2,N,0.8192105447,1.0723821800
M2,P1,0.8041312861,1.0758110032
M2,P2,0.8722534448,1.0410582668
M2,M1,0.6666745338,1.1514148057
M2,M2,0.8453904405,1.0546374004
