Prey / Predator,D,N,P1,P2,M1,M2
D,0.9670051196,0.3974530033,0.7608870628,0.9267360715,0.7259330157,0.9317333280
N,0.6348527424,0.9975636637,0.9438302569,0.9529986856,0.9441614487,0.9538436028
P1,0.9146653260,0.9648020921,0.9684645258,0.9780040584,0.9643167321,0.9841413986
P2,0.9403325635,0.9768195941,0.9069061330,0.9689083575,0.8894080380,0.9737470345
M1,0.9173738845,0.9707407361,0.9647994271,0.9819445170,0.9605679299,0.9737317628
M2,0.9458692935,0.9748607682,0.9366966172,0.9719552438,0.9260309816,0.9765976296
