prey,predator,prey_payoff,predator_payoff
D,D,1.1151437368,0.8520263445
N,N,1.1724763410,0.8057862329
P1,P1,1.1228877022,0.8419807270
D,M2,1.1360000946,0.8470870337
D,P1,1.1495977952,0.8379024134
N,M2,1.0672709386,0.8445558976
D,M1,1.1591393559,0.8340264118
D,P2,1.1480502211,0.8422001889
N,M1,1.0906238560,0.8366352354
N,P1,1.0562241464,0.8491427766
P1,N,1.2149283741,0.8090983316
P1,D,1.0973423222,0.8522605919
N,P2,1.1030418981,0.8315125723
D,N,1.2300276353,0.8104007512
N,D,1.0439393527,0.8528730216
P1,P2,1.1350152411,0.8396757120
P1,M2,1.1035087695,0.8519266202
P1,M1,1.1438085902,0.8341739426
P2,P2,1.1169719085,0.8333886836
P2,D,1.0682703907,0.8495356200
M1,M1,1.1197310080,0.8377832022
P2,N,1.1874707744,0.8067782627
P2,M2,1.0973866070,0.8406022977
M1,D,1.0842830625,0.8522823616
M1,P1,1.1006822821,0.8447348605
M1,N,1.2019054347,0.8067741102
P2,M1,1.1051391891,0.8364651370
M1,P2,1.1020833033,0.8472018801
M2,D,1.0808626751,0.8497139839
P2,P1,1.0911699038,0.8414452531
M2,N,1.2005347321,0.8090950517
M1,M2,1.0739559325,0.8578745699
M2,M2,1.1201171618,0.8375939384
M2,P1,1.1095493496,0.8401666756
M2,P2,1.1416863060,0.8294622978
M2,M1,1.1231716108,0.8351713059
