prey,predator,prey_payoff,predator_payoff
D,D,0.8631637697,1.0489752059
D,P1,0.8547365908,1.0558661450
D,P2,0.8432982383,1.0656599039
D,N,0.7732438464,1.1049936453
D,M1,0.8649185710,1.0503521542
D,M2,0.8275593353,1.0741748074
N,N,0.8290422191,1.0592863878
N,D,0.7185691702,1.1130602225
N,P1,0.7162366638,1.1150271169
N,P2,0.7927983596,1.0763092260
N,M1,0.7720117187,1.0874323238
N,M2,0.7321399071,1.1066890963
P1,P1,0.8275345792,1.0670460248
P1,D,0.8649724708,1.0436215125
P1,N,0.8300255160,1.0704021327
P1,P2,0.8101028441,1.0789166322
P1,M1,0.8622502045,1.0489611976
P1,M2,0.7671095753,1.1008254398
P2,D,0.8358178763,1.0542167566
P2,N,0.8195051091,1.0683789913
P2,P2,0.8451059549,1.0521793113
P2,P1,0.7840742818,1.0826474163
P2,M1,0.7784433938,1.0867158567
P2,M2,0.8135364392,1.0683906592
M1,D,0.8593517295,1.0438864788
M1,N,0.8246046240,1.0683854800
M1,P1,0.8057073206,1.0752408069
M1,P2,0.7739304639,1.0949189111
M1,M1,0.8361015728,1.0597299453
M2,D,0.8405360001,1.0543747345
M1,M2,0.6146397613,1.1806030795
M2,N,0.8248874945,1.0704225739
M2,P1,0.7760809450,1.0903739030
M2,P2,0.8722889488,1.0407640648
M2,M2,0.8366069845,1.0594526307
M2,M1,0.6851314738,1.1412053259
