prey,predator,prey_payoff,predator_payoff
D,D,0.8726288983,1.0415892936
D,P2,0.8400066116,1.0654217187
D,P1,0.8287547174,1.0681356490
D,N,0.6298264287,1.1800495230
D,M1,0.8387907362,1.0628241017
D,M2,0.8246098898,1.0737522737
N,N,0.8740816406,1.0344508382
N,D,0.8190679815,1.0587598697
N,P1,0.8301533076,1.0558639608
N,P2,0.8585088563,1.0423249041
N,M1,0.8451708573,1.0495187299
N,M2,0.8436142420,1.0485816958
P1,D,0.8436437082,1.0541240259
P1,P1,0.8525132178,1.0542362897
P1,N,0.8804871439,1.0432571359
P1,P2,0.7193131526,1.1250260475
P1,M1,0.8691090475,1.0463600787
P1,M2,0.6811049810,1.1448077968
P2,D,0.8708469092,1.0363327326
P2,N,0.7921569048,1.0831088921
P2,P2,0.8694036945,1.0394567541
P2,P1,0.8418603654,1.0525643817
P2,M1,0.8838771078,1.0323156721
P2,M2,0.8372596795,1.0545796253
M1,D,0.8387424983,1.0541231870
M1,N,0.7968202045,1.0832610167
M1,P1,0.8302098350,1.0612250509
M1,P2,0.6899107540,1.1379567721
M1,M1,0.8614797941,1.0465788188
M2,D,0.8760370580,1.0363348254
M1,M2,0.6677260855,1.1502524490
M2,N,0.8750350481,1.0432894487
M2,P1,0.8772142369,1.0387831242
M2,P2,0.8772704621,1.0391264496
M2,M2,0.8603850877,1.0471371754
M2,M1,0.8833353031,1.0364116129
