prey,predator,prey_payoff,predator_payoff
D,D,0.8785065406,1.0402446407
D,P2,0.8517595441,1.0605137979
D,P1,0.8518974775,1.0570611468
D,N,0.6705615095,1.1588194257
D,M1,0.8618885086,1.0517043088
N,N,0.8508216152,1.0471399400
D,M2,0.8365033625,1.0687455948
N,D,0.7654218296,1.0886986240
N,P1,0.7911545707,1.0760771320
N,P2,0.8522699838,1.0451480551
N,M1,0.8367026165,1.0534987339
N,M2,0.8046575017,1.0688844275
P1,P1,0.8425811027,1.0594275450
P1,D,0.8767667396,1.0378533429
P1,N,0.8472170638,1.0607334740
P1,P2,0.8188532640,1.0736042665
P1,M1,0.8770586900,1.0417900011
P1,M2,0.7753300496,1.0958219468
P2,D,0.8600638888,1.0426091448
P2,N,0.7932275517,1.0820479041
P2,P2,0.8602125340,1.0443383572
P2,M1,0.8419235995,1.0535037085
P2,P1,0.8270492686,1.0602136049
P2,M2,0.8316441156,1.0584262841
M1,D,0.8711668890,1.0380913451
M1,N,0.7982042896,1.0820433179
M1,P1,0.8248936200,1.0647928190
M1,P2,0.7842136138,1.0885757636
M1,M1,0.8521133151,1.0514751612
M2,D,0.8655303821,1.0424202812
M1,M2,0.6287505047,1.1722615429
M2,N,0.8419841342,1.0607489260
M2,P1,0.8380110597,1.0582808176
M2,P2,0.8873690898,1.0333150793
M2,M2,0.8506511535,1.0523028979
M2,M1,0.7448095369,1.1104914316
