Prey / Predator,D,N,P1,P2,M1,M2
D,0.8585642805,0.8679825878,0.8421972044,0.8587958076,0.8395992777,0.8652413042
N,0.8548468848,0.8175577220,0.8399751277,0.8306173353,0.8349282357,0.8357243242
P1,0.8793939975,0.8284763526,0.8408065011,0.9265583706,0.8364539087,0.9394604442
P2,0.8410660155,0.8324990672,0.8251021154,0.8327648145,0.8234613142,0.8377015117
M1,0.8793931210,0.8323439825,0.8413273076,0.9355345362,0.8365096616,0.9466116298
M2,0.8410646465,0.8287610633,0.8270470484,0.8326580613,0.8264628207,0.8370893415
