prey,predator,prey_payoff,predator_payoff
D,D,0.7707808772,1.0963267469
N,N,0.7624479087,1.0901086515
P1,P1,0.7513142391,1.1034128346
P1,D,0.6896524270,1.1337820694
D,M1,0.5961446596,1.1879400002
N,M2,0.6833235082,1.1251564075
N,P1,0.6692518461,1.1322665846
N,P2,0.7290813059,1.1053721287
N,M1,0.7146132908,1.1126981212
D,P1,0.5723278691,1.1998937855
N,D,0.6284084311,1.1501304566
P1,M1,0.7777950920,1.0910036666
P2,P2,0.7713024759,1.0881946961
P2,D,0.7457444456,1.0976034289
M1,D,0.6856923749,1.1337827510
P2,M2,0.7139849730,1.1166245960
P2,M1,0.7112307759,1.1182937130
P2,P1,0.4321259840,1.2568949205
M1,P1,0.7080162034,1.1220555011
M1,M1,0.7631676761,1.0948698594
M2,D,0.7501411537,1.0976036534
M2,P1,0.6983339597,1.1272210028
M2,P2,0.7865147059,1.0839863171
M2,M1,0.7610977503,1.0956408706
M2,M2,0.7593933411,1.0967748473
P2,N,0.4869001943,1.2384194743
M1,N,0.4898415691,1.2385577940
P1,N,0.7875685795,1.0890013302
D,P2,0.6978747406,1.1355098053
P1,P2,0.5626661253,1.1996978730
P1,M2,0.4379792296,1.2620423747
D,M2,0.6792969254,1.1448560813
M2,N,0.7826368653,1.0890700057
M1,P2,0.4491983623,1.2554180774
M1,M2,0.2441613129,1.3445448974
D,N,0.2821471222,1.3445436552
