prey,predator,prey_payoff,predator_payoff
D,D,0.7680897703,1.0977335534
N,N,0.8221194064,1.0607381536
P1,P1,0.7666254992,1.0953112354
D,M2,0.7467714771,1.1117852175
N,M2,0.7573948371,1.0881283535
P1,D,0.7032265421,1.1257787636
D,P2,0.7629478192,1.1035357453
N,M1,0.7742137688,1.0826689363
D,M1,0.7867864089,1.0891440644
N,P1,0.7431592997,1.0955614542
D,P1,0.7732298280,1.0961671686
P1,N,0.8465940325,1.0592028417
N,P2,0.7895174051,1.0746885092
N,D,0.6722317957,1.1280207440
D,N,0.7600661605,1.1075817058
P1,P2,0.7627168971,1.0982919762
P1,M2,0.7153935262,1.1202391019
P1,M1,0.7837375540,1.0879257046
P2,P2,0.7856352351,1.0805419261
P2,D,0.7409240584,1.1001876680
M1,M1,0.7757581914,1.0882413679
M1,D,0.6993253643,1.1256892141
P2,N,0.8257913922,1.0627186263
P2,M2,0.7573021130,1.0933255166
M1,N,0.8307432313,1.0628115647
M1,P1,0.7478620361,1.1007573370
P2,M1,0.7913059019,1.0769384828
M1,P2,0.7254703212,1.1130849769
M2,D,0.7450551144,1.1003108808
M2,N,0.8412645699,1.0592753249
P2,P1,0.7598201144,1.0915885539
M1,M2,0.6164123749,1.1635069184
M2,M2,0.7764595417,1.0876454088
M2,P1,0.7829105430,1.0838215015
M2,P2,0.7942474840,1.0798841310
M2,M1,0.7809052718,1.0864908209
