Prey / Predator,D,N,P1,P2,M1,M2
D,1.0394587892,1.0171972077,1.0787078199,0.9865932275,1.0853639683,0.9630990471
N,1.0066994934,1.1144453515,1.0484297725,1.0856581918,1.0744959216,1.0594708866
P1,0.9767359076,1.1485560871,1.1132743757,1.0995899825,1.1314102296,1.0839325183
P2,1.0703262409,1.1323337506,1.0809088254,1.1076699662,1.1019759048,1.0762560249
M1,0.9650730542,1.1463038270,1.0808145249,1.0836953284,1.1114676301,1.0505324345
M2,1.0834301533,1.1341071892,1.1065393065,1.1278219424,1.1171678042,1.1094687891
