prey,predator,prey_payoff,predator_payoff
D,D,1.1358622990,0.8406925652
N,N,1.1861808051,0.7988627900
P1,P1,1.1446053223,0.8332195935
D,M2,1.1298157103,0.8495756023
D,P2,1.1421154249,0.8443748335
D,M1,1.1792428855,0.8248195602
D,P1,1.1722639543,0.8276756894
P1,N,1.2466246609,0.7948701227
N,M2,1.1099605935,0.8278118234
N,P2,1.1313503371,0.8207293917
P1,D,1.1459258435,0.8297788596
N,M1,1.1215874342,0.8248751546
N,P1,1.1003398718,0.8319516467
D,N,1.2740557762,0.7915943495
N,D,1.1317716370,0.8134966149
P1,P2,1.0429771662,0.8782927947
P1,M1,1.1605842046,0.8276248277
P1,M2,1.0085881312,0.8915564679
P2,P2,1.1371962666,0.8248814820
M1,M1,1.1414836979,0.8287558751
P2,D,1.1315218404,0.8251751974
M1,P1,1.1268170175,0.8338289379
P2,N,1.2239024686,0.7909974512
P2,M2,1.1223577950,0.8300221109
M1,D,1.1322675936,0.8297978345
M1,N,1.2387349640,0.7909821465
M1,P2,1.0105708716,0.8857215749
P2,M1,1.1557066317,0.8163531623
P2,P1,1.1521395634,0.8171881078
M2,N,1.2318911577,0.7948797487
M2,D,1.1457641575,0.8250027301
M1,M2,0.9803033478,0.8970331068
M2,M2,1.1402947059,0.8293515874
M2,P1,1.1613102714,0.8199878024
M2,P2,1.1564663294,0.8236749158
M2,M1,1.1645483073,0.8193335488
