Prey / Predator,D,N,P1,P2,M1,M2
D,1.1096599169,0.9935521071,1.0838049790,1.1058252983,1.0789782499,1.1132875950
N,1.1420539921,1.0235701919,1.1026959941,1.0835805745,1.0913766073,1.0949948372
P1,1.1899388451,1.0008237245,1.1023045831,1.1227003579,1.0943361074,1.1395055309
P2,1.0997968490,0.9920411904,1.0674992566,1.0879021785,1.0639995824,1.0961654577
M1,1.1899406056,0.9920326564,1.1032227642,1.1330210097,1.0951066089,1.1535435867
M2,1.0997968660,1.0008507311,1.0711205088,1.0870172411,1.0681840861,1.0951336386
