Prey / Predator,D,N,P1,P2,M1,M2
D,0.7430487093,0.9836264373,0.7950882627,0.7572765203,0.8044328478,0.7427646270
N,0.6466567215,0.8946844778,0.7318320621,0.7741614027,0.7591905451,0.7466344392
P1,0.5748682084,0.9601128128,0.7509652942,0.7110024360,0.7691197866,0.6737026524
P2,0.7442016509,0.9637430696,0.8094357028,0.7696068208,0.8175755785,0.7509481932
M1,0.5716072014,0.9696941244,0.7419517729,0.6827261426,0.7603496257,0.6377314582
M2,0.7485886014,0.9542249224,0.8090733695,0.7785934472,0.8162222877,0.7601752015
