prey,predator,prey_payoff,predator_payoff
D,D,0.8784349117,1.0415949499
D,P1,0.8594105295,1.0536417043
D,P2,0.9070144460,1.0309714683
D,N,0.8792707376,1.0470429286
D,M1,0.8713038388,1.0473123446
D,M2,0.8942628882,1.0378033722
N,N,0.8801914889,1.0296843816
N,D,0.6652261857,1.1424976801
N,P1,0.8080192035,1.0660146447
N,P2,0.8620034514,1.0391284241
N,M1,0.8470449078,1.0473028696
N,M2,0.8177574403,1.0608663178
P1,D,0.8731194105,1.0403031988
P1,P1,0.8738661364,1.0415740917
P1,N,0.9034310597,1.0294635966
P1,P2,0.8992881210,1.0309810398
P1,M1,0.8650739500,1.0476243551
P1,M2,0.8800068384,1.0406341575
P2,D,0.7957904026,1.0767300820
P2,N,0.8925042889,1.0278102834
P2,P2,0.8839973974,1.0305751774
P2,M1,0.8525379884,1.0473070766
P2,P1,0.7954634016,1.0780861110
P2,M2,0.8743049274,1.0347007501
M1,D,0.8673802339,1.0406216196
M1,N,0.8988910323,1.0273446450
M1,P1,0.8713310762,1.0391311791
M1,P2,0.8873831201,1.0338718960
M1,M1,0.8791262538,1.0360209961
M2,D,0.8006140595,1.0766488176
M1,M2,0.8462683010,1.0556735648
M2,N,0.8973972274,1.0297505085
M2,P1,0.8502755814,1.0510720691
M2,P2,0.8723692222,1.0408447124
M2,M2,0.8785727667,1.0362125132
M2,M1,0.6538071805,1.1599665069
