prey,predator,prey_payoff,predator_payoff
D,D,0.8803287958,1.0387610597
D,P1,0.8508328503,1.0574488626
D,P2,0.8432630146,1.0650171483
D,N,0.7460823355,1.1193202950
D,M1,0.8609131577,1.0520150092
D,M2,0.8276748426,1.0734678615
N,N,0.8701099179,1.0377069750
N,D,0.8719101182,1.0306049592
N,P1,0.8169169709,1.0628093729
N,M1,0.8512351438,1.0464292620
N,P2,0.8679809289,1.0373301946
N,M2,0.8302078455,1.0556580798
P1,D,0.8648468546,1.0445867940
P1,P1,0.8462794930,1.0576669802
P1,N,0.8756159781,1.0462269629
P1,P2,0.7901454205,1.0878179408
P1,M1,0.8787651859,1.0412071839
P1,M2,0.7255907169,1.1216243245
P2,D,0.8516928192,1.0473701119
P2,N,0.8230121525,1.0666935734
P2,P2,0.8643748632,1.0422683949
P2,P1,0.8488121970,1.0489654967
P2,M1,0.8564198055,1.0464842408
P2,M2,0.8357664536,1.0563741227
M1,D,0.8595254218,1.0447476233
M1,N,0.8281204668,1.0667033097
M1,P1,0.8277921298,1.0634654152
M1,P2,0.7349186068,1.1143402913
M1,M1,0.8556992646,1.0497601777
M2,D,0.8568574944,1.0473080697
M1,M2,0.6102492424,1.1808829063
M2,N,0.8701037036,1.0463065534
M2,P1,0.8527273097,1.0511912796
M2,P2,0.8881782366,1.0332352746
M2,M2,0.8549569525,1.0501700529
M2,M1,0.8095723026,1.0760078639
