Prey / Predator,D,N,P1,P2,M1,M2
D,0.8482937905,0.8365700913,0.8462661122,0.8416254075,0.8421042301,0.8467179525
N,0.8444887136,0.8296954946,0.8405547511,0.8362379725,0.8406941701,0.8367135075
P1,0.8505298214,0.8344671975,0.8432402577,0.8406249381,0.8421769199,0.8448019760
P2,0.8408621304,0.8318790611,0.8401462218,0.8350122058,0.8405901626,0.8389106209
M1,0.8505283690,0.8316649871,0.8424447599,0.8400911139,0.8389590768,0.8455144260
M2,0.8408544918,0.8346060586,0.8443669315,0.8380166554,0.8496177445,0.8393305500
