Prey / Predator,D,N,P1,P2,M1,M2
D,0.8684895710,0.8909420103,0.8591899844,0.9031127187,0.8569858926,0.9120283295
N,0.8614858178,0.8253747792,0.8481673720,0.8365395246,0.8410024459,0.8437627891
P1,0.8851266561,0.8345045848,0.8422225827,0.8591114226,0.8367548555,0.8599160388
P2,0.8435247332,0.8267500223,0.8392869126,0.8338839427,0.8334680212,0.8430538016
M1,0.8851286472,0.8264275502,0.8466008892,0.8551863067,0.8377149721,0.8628840796
M2,0.8435263623,0.8347468156,0.8370585868,0.8328698016,0.8342586695,0.8384032211
