Prey / Predator,D,N,P1,P2,M1,M2
D,1.0562725951,1.0245116270,1.0842228897,0.9888843112,1.0908601939,0.9663467670
N,1.0078466617,1.1180941544,1.0515617982,1.0877661670,1.0766703823,1.0625315968
P1,0.9705549644,1.1444336306,1.1130094274,1.0750218465,1.1306105911,1.0685984135
P2,1.0716460507,1.1303944378,1.0881820735,1.1072741105,1.1065620798,1.0780217901
M1,0.9589679873,1.1449253330,1.0824157129,1.0684787745,1.1110363927,1.0419041419
M2,1.0847680383,1.1302933892,1.1112942243,1.1270103593,1.1207837185,1.1092433791
